Koppen,Soil,Vegetation,Count,Average
Cfa,Gleysols,tropical grassland,153,28.19607843137255
BSh,Histosols,temperate sclerophyll woodland and shrubland,59,2.8135593220338984
Dwa,Arenosols,tropical grassland,154,103.3896103896104
Dfd,Cryosols,low and high shrub tundra,381,2.1811023622047245
Cwb,Kastanozems,tropical savanna,24,109.95833333333333
BSh,Kastanozems,tropical evergreen broadleaf forest,10,233.2
Cfa,Vertisols,temperate sclerophyll woodland and shrubland,198,7.358585858585859
Dfc,Alisols,erect dwarf-shrub tundra,1,0
Csc,Lixisols,wet sclerophyll forest,17,0.11764705882352941
BWk,Cryosols,desert,8558,18.906637064734753
Dwb,Phaeozems,cold evergreen needleleaf forest,438,31.85159817351598
Dwb,Plinthosols,cold evergreen needleleaf forest,42,0
Af,Calcisols,warm-temperate evergreen broadleaf and mixed forest,4026,28.26775956284153
Cwb,Gleysols,warm-temperate evergreen broadleaf and mixed forest,960,50.275
Dwc,Gypsisols,erect dwarf-shrub tundra,1,0
ET,Cambisols,wet sclerophyll forest,7879,0.3962431780682828
Cfa,Kastanozems,temperate sclerophyll woodland and shrubland,237,45.983122362869196
Cwc,Phaeozems,tropical grassland,1,15
Cwa,Vertisols,tropical savanna,232,3.6379310344827585
BSh,Plinthosols,temperate evergreen needleleaf open woodland,13,1.6923076923076923
Csa,Kastanozems,tropical grassland,637,58.69387755102041
Aw,Chernozems,temperate evergreen needleleaf open woodland,21,72.85714285714286
Dwb,Leptosols,desert,8,26.125
Cwa,Planosols,tropical deciduous broadleaf forest and woodland,791,85.9810366624526
Dfb,Phaeozems,cool mixed forest,29328,36.43449945444626
BWk,Fluvisols,tropical grassland,6183,14.413229823710173
Csa,Regosols,graminoid and forb tundra,14,233.35714285714286
Cfa,Leptosols,tropical xerophytic shrubland,205,28.517073170731706
BSh,Cambisols,tropical deciduous broadleaf forest and woodland,7909,206.47401694272347
BSh,Durisols,tropical deciduous broadleaf forest and woodland,436,161.96559633027522
Dfb,Alisols,cool mixed forest,3818,53.88082765845993
Dfc,Ferrasols,wet sclerophyll forest,3,6.666666666666667
BSh,Arenosols,tropical xerophytic shrubland,42001,2.798361943763244
Dfd,Lixisols,cold deciduous forest,387,0
BSk,Solonetz,tropical grassland,2848,1.920997191011236
BSk,Albeluvisols,tropical grassland,81,6.592592592592593
Csa,Cryosols,temperate deciduous broadleaf forest,687,105.37554585152839
Csa,Acrisols,warm-temperate evergreen broadleaf and mixed forest,16,37.3125
Dfc,Albeluvisols,cold evergreen needleleaf forest,157946,2.7732642801970293
BWk,Histosols,warm-temperate evergreen broadleaf and mixed forest,7,7.571428571428571
Dfb,Cryosols,tropical xerophytic shrubland,1,687
Aw,Cambisols,tropical grassland,2774,49.6802451333814
Am,Nitisols,tropical grassland,1,765
Dwb,Leptosols,graminoid and forb tundra,25,0.16
Csa,Cambisols,tropical semi-evergreen broadleaf forest,5,4.2
Af,Fluvisols,warm-temperate evergreen broadleaf and mixed forest,927,25.347357065803667
Csb,Fluvisols,tropical savanna,4,11
Cfa,Durisols,tropical savanna,1047,34.16427889207259
Am,Nitisols,tropical evergreen broadleaf forest,298,48.939597315436245
Am,Gleysols,wet sclerophyll forest,2,0
BSk,Calcisols,tropical savanna,4,0
Dwb,Ferrasols,desert,27,25.185185185185187
Dsb,Gleysols,cool mixed forest,36,1.9722222222222223
Cwb,Chernozems,temperate deciduous broadleaf forest,75,9.906666666666666
BWk,Cryosols,tropical grassland,7275,12.252920962199314
Dsa,Cambisols,tropical xerophytic shrubland,7,0
Am,Acrisols,tropical grassland,218,85.07339449541284
Csa,Luvisols,graminoid and forb tundra,171,59.43859649122807
Dwb,Gleysols,temperate evergreen needleleaf open woodland,1,663
BSh,Leptosols,tropical evergreen broadleaf forest,2,0
EF,Cryosols,prostrate dwarf-shrub tundra,3691,0
BSk,Fluvisols,graminoid and forb tundra,8,0
Dwc,Gypsisols,warm-temperate evergreen broadleaf and mixed forest,2,0
Csb,Arenosols,cool mixed forest,1,0
Cwb,Ferrasols,tropical savanna,1693,16.260484347312463
Csa,Stagnosols,tropical grassland,103,156.23300970873785
Dfb,Calcisols,warm-temperate evergreen broadleaf and mixed forest,3,0
Dfc,Phaeozems,cold deciduous forest,573,0.4013961605584642
Dsb,Durisols,warm-temperate evergreen broadleaf and mixed forest,105,9.438095238095238
ET,Acrisols,tropical grassland,3,0
Aw,Stagnosols,tropical evergreen broadleaf forest,74,240.64864864864865
Aw,Plinthosols,tropical grassland,601,21.391014975041596
Dfb,Leptosols,cold deciduous forest,390,11.930769230769231
Dsc,Cambisols,wet sclerophyll forest,231,0.39826839826839827
BWk,Gypsisols,cool evergreen needleleaf forest,2,0.5
Dwa,Cambisols,cool mixed forest,3,14.666666666666666
Af,Kastanozems,tropical savanna,71,26.901408450704224
Dsb,Leptosols,wet sclerophyll forest,25,0
Csc,Podzols,wet sclerophyll forest,12,0
Dwc,Ferrasols,cool mixed forest,274,1.2992700729927007
Dsc,Andosols,temperate evergreen needleleaf open woodland,26,0.038461538461538464
Dsc,Andosols,tropical grassland,152,0.019736842105263157
Am,Arenosols,tropical grassland,36,30.944444444444443
Cwa,Cambisols,tropical xerophytic shrubland,1830,71.0207650273224
Csc,Chernozems,cool evergreen needleleaf forest,1,7
BSk,Plinthosols,desert,1489,9.762256548018804
ET,Andosols,cool evergreen needleleaf forest,2,0
Aw,Chernozems,warm-temperate evergreen broadleaf and mixed forest,1145,43.606113537117906
Dfa,Andosols,temperate deciduous broadleaf forest,108,100.08333333333333
ET,Fluvisols,tropical grassland,949,2.9652265542676504
ET,Nitisols,warm-temperate evergreen broadleaf and mixed forest,1,0
EF,Gypsisols,low and high shrub tundra,1,0
Cfb,Gypsisols,low and high shrub tundra,6,0
Cwb,Cambisols,tropical deciduous broadleaf forest and woodland,8,62
Csb,Cambisols,tropical semi-evergreen broadleaf forest,73,151.21917808219177
Af,Alisols,tropical grassland,76,37.18421052631579
Dfc,Histosols,temperate deciduous broadleaf forest,8,0
BSh,Stagnosols,tropical evergreen broadleaf forest,5,60.4
Aw,Umbrisols,wet sclerophyll forest,3,398.3333333333333
Dsa,Durisols,temperate deciduous broadleaf forest,461,30.648590021691973
BSk,Albeluvisols,tropical xerophytic shrubland,60,2.1166666666666667
BSh,Chernozems,tropical savanna,4080,16.25294117647059
Dwc,Solonchaks,cold deciduous forest,12,0
Dwc,Leptosols,temperate deciduous broadleaf forest,431,1.0278422273781902
Dsd,Cryosols,cold deciduous forest,6094,0.12553331145388907
Csb,Ferrasols,tropical savanna,1,0
Dwc,Fluvisols,low and high shrub tundra,557,0
Csa,Nitisols,tropical xerophytic shrubland,876,120.44520547945206
Dsa,Kastanozems,warm-temperate evergreen broadleaf and mixed forest,41,78.29268292682927
Cfb,Solonetz,temperate sclerophyll woodland and shrubland,1409,5.74804826117814
Am,Plinthosols,tropical evergreen broadleaf forest,865,21.164161849710982
Dfc,Chernozems,cold deciduous forest,7890,0.10544993662864385
Aw,Solonetz,temperate evergreen needleleaf open woodland,3,267
BSh,Calcisols,warm-temperate evergreen broadleaf and mixed forest,598,40.6438127090301
Csa,Plinthosols,temperate evergreen needleleaf open woodland,6,111.16666666666667
BWk,Regosols,desert,20553,3.090497737556561
Dwb,Lixisols,cool mixed forest,2136,12.837546816479401
Dfa,Planosols,cool mixed forest,6,0
Csa,Durisols,cool evergreen needleleaf forest,4,35
Dsb,Kastanozems,warm-temperate evergreen broadleaf and mixed forest,669,13.161434977578475
Dwc,Ferrasols,cold evergreen needleleaf forest,2185,1.6151029748283754
Dfb,Leptosols,temperate deciduous broadleaf forest,1466,95.75852660300137
BSh,Stagnosols,tropical savanna,746,10.85656836461126
Aw,Alisols,tropical xerophytic shrubland,37,146.54054054054055
Cfb,Cambisols,wet sclerophyll forest,2239,5.367128182224207
Dsa,Nitisols,tropical grassland,145,2.9448275862068964
Cfc,Gleysols,low and high shrub tundra,59,25.135593220338983
Csb,Ferrasols,warm-temperate evergreen broadleaf and mixed forest,1863,152.88083735909822
Dfc,Luvisols,temperate deciduous broadleaf forest,8,0
Dwb,Solonchaks,cold evergreen needleleaf forest,3,0
Cwa,Lixisols,tropical xerophytic shrubland,9117,40.59504222880334
BSh,Chernozems,tropical semi-evergreen broadleaf forest,1,0
Csa,Luvisols,temperate evergreen needleleaf open woodland,287,37.44599303135889
BWh,Solonetz,tropical deciduous broadleaf forest and woodland,37,62.513513513513516
Dwd,Andosols,cold deciduous forest,1,0
Dsc,Cambisols,low and high shrub tundra,25940,0.014340786430223592
Dfc,Luvisols,wet sclerophyll forest,6,0
BWh,Cryosols,temperate evergreen needleleaf open woodland,52,14.576923076923077
BSh,Cambisols,temperate sclerophyll woodland and shrubland,1094,2.3382084095063984
Cfa,Gleysols,temperate evergreen needleleaf open woodland,4,118
Dfa,Gleysols,warm-temperate evergreen broadleaf and mixed forest,8,532.375
Af,Phaeozems,wet sclerophyll forest,2,121.5
ET,Leptosols,cool evergreen needleleaf forest,43,0.4418604651162791
Dsc,Luvisols,low and high shrub tundra,113,0
BWh,Gleysols,warm-temperate evergreen broadleaf and mixed forest,2,3
Aw,Vertisols,warm-temperate evergreen broadleaf and mixed forest,1904,52.50840336134454
Dsc,Gypsisols,cool mixed forest,33,0.06060606060606061
ET,Cryosols,tropical grassland,14125,0.5026548672566372
BSh,Vertisols,tropical deciduous broadleaf forest and woodland,22458,115.30100632291388
Cwb,Alisols,tropical savanna,9,1
BWh,Lixisols,desert,3973,12.480996727913416
Csb,Arenosols,cool evergreen needleleaf forest,18,98.61111111111111
BWk,Chernozems,cold evergreen needleleaf forest,4,0.5
Cfb,Arenosols,tropical deciduous broadleaf forest and woodland,1170,5.68974358974359
Csa,Stagnosols,tropical xerophytic shrubland,394,123.8527918781726
Am,Durisols,warm-temperate evergreen broadleaf and mixed forest,1041,59.54755043227666
BSk,Cryosols,warm-temperate evergreen broadleaf and mixed forest,1822,65.44291986827662
BWh,Plinthosols,tropical xerophytic shrubland,827,19.962515114873035
Dfc,Nitisols,cold evergreen needleleaf forest,9356,7.489418554938008
Dwc,Cambisols,cool mixed forest,1811,0.898398674765323
BSk,Histosols,warm-temperate evergreen broadleaf and mixed forest,1391,53.756290438533426
BSk,Chernozems,cool mixed forest,2726,27.980190755685985
Dsc,Kastanozems,cold evergreen needleleaf forest,405,0.5432098765432098
Dfc,Phaeozems,graminoid and forb tundra,6,0
Cfc,Histosols,wet sclerophyll forest,62,0
Cwa,Leptosols,temperate sclerophyll woodland and shrubland,29,111.79310344827586
Dwb,Stagnosols,cold evergreen needleleaf forest,2,60.5
Csc,Cryosols,wet sclerophyll forest,21,0.047619047619047616
Dfc,Gleysols,cold deciduous forest,5830,0.039965694682675815
Dwa,Planosols,tropical grassland,14,177.92857142857142
Aw,Umbrisols,tropical xerophytic shrubland,61,78.34426229508196
Dwc,Cryosols,temperate deciduous broadleaf forest,744,0.9771505376344086
Cwa,Leptosols,tropical evergreen broadleaf forest,1,57
Am,Regosols,tropical savanna,2,8
Dwb,Plinthosols,tropical grassland,5,4.4
Dsc,Phaeozems,cool mixed forest,14,0.14285714285714285
Dwc,Kastanozems,warm-temperate evergreen broadleaf and mixed forest,4,0
Dwc,Chernozems,erect dwarf-shrub tundra,2,0
Cfb,Leptosols,cold deciduous forest,1,0
Dwa,Kastanozems,cool mixed forest,52,45.65384615384615
Dfb,Arenosols,cold evergreen needleleaf forest,801,25.566791510611736
Dfc,Histosols,graminoid and forb tundra,10,0
EF,Cryosols,low and high shrub tundra,5262,0
Dwb,Kastanozems,temperate deciduous broadleaf forest,510,16.958823529411763
BSh,Ferrasols,tropical savanna,8232,11.44569970845481
Dfc,Plinthosols,cool evergreen needleleaf forest,307,0.2931596091205212
BWk,Calcisols,warm-temperate evergreen broadleaf and mixed forest,185,44.8
BWk,Ferrasols,cool mixed forest,58,0.017241379310344827
ET,Gleysols,desert,789,0.059569074778200254
Dwc,Durisols,graminoid and forb tundra,168,0.23214285714285715
BWh,Calcisols,temperate sclerophyll woodland and shrubland,1102,0.08166969147005444
Csa,Planosols,graminoid and forb tundra,10,122.9
Csa,Plinthosols,graminoid and forb tundra,11,146
BSh,Kastanozems,tropical xerophytic shrubland,3197,15.321238661244918
BWk,Nitisols,desert,4171,6.101894030208583
Csc,Nitisols,wet sclerophyll forest,14,0
Dwb,Gleysols,tropical grassland,697,17.492109038737446
Cwb,Ferrasols,wet sclerophyll forest,26,6.923076923076923
Csa,Vertisols,graminoid and forb tundra,60,97.86666666666666
Dsc,Cambisols,cold evergreen needleleaf forest,39724,0.09291612123653208
Aw,Solonetz,tropical grassland,658,28.465045592705167
BSk,Nitisols,temperate deciduous broadleaf forest,313,14.78594249201278
Csb,Cryosols,wet sclerophyll forest,20,0.7
Af,Fluvisols,tropical semi-evergreen broadleaf forest,64,0
Dfb,Gypsisols,cold deciduous forest,405,15.82716049382716
Am,Albeluvisols,warm-temperate evergreen broadleaf and mixed forest,2812,32.928165007112376
Dwc,Gleysols,temperate evergreen needleleaf open woodland,2,0
Cfc,Nitisols,wet sclerophyll forest,39,0
BWh,Plinthosols,tropical deciduous broadleaf forest and woodland,14,9.071428571428571
Cwb,Gleysols,temperate deciduous broadleaf forest,51,16.03921568627451
Cwa,Andosols,tropical semi-evergreen broadleaf forest,14,2.5714285714285716
Dfb,Gypsisols,cold evergreen needleleaf forest,1987,30.698540513336688
Dfa,Gypsisols,tropical grassland,393,54.05343511450382
Dsc,Calcisols,erect dwarf-shrub tundra,2,0
Cfa,Lixisols,tropical deciduous broadleaf forest and woodland,52,2.1346153846153846
Aw,Solonchaks,tropical deciduous broadleaf forest and woodland,1790,104.25810055865922
Csb,Cambisols,wet sclerophyll forest,209,2
Dfc,Fluvisols,erect dwarf-shrub tundra,395,2.9974683544303797
Cfc,Calcisols,tropical grassland,2,0
BSh,Stagnosols,warm-temperate evergreen broadleaf and mixed forest,88,76.1590909090909
BSh,Phaeozems,temperate sclerophyll woodland and shrubland,192,11.583333333333334
Aw,Alisols,tropical semi-evergreen broadleaf forest,2870,56.67595818815331
BWh,Luvisols,tropical xerophytic shrubland,28130,1.529257020974049
Cfb,Arenosols,warm-temperate evergreen broadleaf and mixed forest,4084,23.059010773751226
Am,Nitisols,tropical savanna,78,36.32051282051282
ET,Plinthosols,tropical grassland,146,0
Dsb,Regosols,temperate evergreen needleleaf open woodland,2154,1.724233983286908
Dwc,Luvisols,cold deciduous forest,763,0.8872870249017037
Cfb,Planosols,warm-temperate evergreen broadleaf and mixed forest,31,90.3225806451613
Dwa,Chernozems,tropical grassland,6499,117.96030158485921
Dsc,Calcisols,cool mixed forest,26,0.8461538461538461
Dwc,Nitisols,cool mixed forest,170,0.28823529411764703
ET,Regosols,wet sclerophyll forest,5,0
Aw,Planosols,tropical semi-evergreen broadleaf forest,222,47.88288288288288
Csb,Nitisols,tropical grassland,330,28.936363636363637
Csb,Planosols,wet sclerophyll forest,64,7.828125
BWh,Podzols,temperate evergreen needleleaf open woodland,47,6.8936170212765955
BWh,Gypsisols,temperate evergreen needleleaf open woodland,70,87.98571428571428
ET,Chernozems,cool mixed forest,303,1.5313531353135315
Csa,Gypsisols,cool evergreen needleleaf forest,1,49
BSk,Gypsisols,graminoid and forb tundra,6,0
Af,Cryosols,tropical evergreen broadleaf forest,12592,18.09466327827192
Dsc,Andosols,cool evergreen needleleaf forest,167,0.49700598802395207
Dsa,Histosols,tropical grassland,130,22.23076923076923
Dsa,Plinthosols,temperate deciduous broadleaf forest,513,8.22027290448343
Dwc,Plinthosols,desert,32,0
Cfb,Lixisols,tropical xerophytic shrubland,152,27.67763157894737
Cfc,Kastanozems,erect dwarf-shrub tundra,15,2.066666666666667
Cwb,Cryosols,warm-temperate evergreen broadleaf and mixed forest,2301,49.381138635375926
Cwa,Andosols,tropical evergreen broadleaf forest,1,0
BSh,Solonetz,tropical deciduous broadleaf forest and woodland,1052,117.66730038022814
Am,Ferrasols,temperate evergreen needleleaf open woodland,6,510
Cwa,Solonetz,warm-temperate evergreen broadleaf and mixed forest,72,227.80555555555554
Cfb,Cambisols,temperate sclerophyll woodland and shrubland,16094,22.13936870883559
Csb,Gypsisols,tropical grassland,171,54.46783625730994
Am,Gypsisols,tropical grassland,2,9
Dsb,Ferrasols,temperate deciduous broadleaf forest,625,10.1392
ET,Lixisols,warm-temperate evergreen broadleaf and mixed forest,8,33.625
ET,Histosols,graminoid and forb tundra,4755,0.011566771819137749
Dsa,Regosols,temperate evergreen needleleaf open woodland,58,4.0344827586206895
BWk,Gypsisols,cool mixed forest,78,0.02564102564102564
Csa,Acrisols,tropical semi-evergreen broadleaf forest,103,58.10679611650485
Dsb,Ferrasols,cold evergreen needleleaf forest,62,1.4838709677419355
Cwb,Luvisols,tropical savanna,24,34.75
Dsa,Cryosols,temperate deciduous broadleaf forest,482,23.17427385892116
BWh,Solonetz,tropical savanna,183,2.240437158469945
Dfd,Plinthosols,cold deciduous forest,416,0
Dfd,Histosols,cold deciduous forest,15287,0.017727480866095376
BWh,Fluvisols,temperate evergreen needleleaf open woodland,51,53.11764705882353
Cfa,Gypsisols,temperate sclerophyll woodland and shrubland,63,141.12698412698413
Cwa,Kastanozems,tropical savanna,1186,26.93929173693086
ET,Lixisols,desert,570,0.2
Cwc,Lixisols,tropical grassland,9,16.88888888888889
Dsb,Ferrasols,tropical grassland,121,5.75206611570248
Am,Andosols,tropical savanna,417,38.594724220623505
Dfb,Cambisols,cool evergreen needleleaf forest,3667,10.2904281428961
BWk,Gleysols,temperate deciduous broadleaf forest,56,25.25
ET,Calcisols,graminoid and forb tundra,5,0
BSk,Regosols,cold evergreen needleleaf forest,20,0
Cfb,Luvisols,temperate deciduous broadleaf forest,10020,147.65219560878245
Dsb,Gypsisols,temperate evergreen needleleaf open woodland,868,7.964285714285714
Aw,Chernozems,tropical grassland,1363,53.52677916360968
Af,Cryosols,tropical savanna,624,25.61698717948718
Am,Solonetz,tropical evergreen broadleaf forest,35,187.8
Cwa,Kastanozems,tropical deciduous broadleaf forest and woodland,1149,72.41688424717145
Am,Gleysols,tropical xerophytic shrubland,2,474.5
BSk,Durisols,cool mixed forest,228,40.42982456140351
Dfc,Luvisols,graminoid and forb tundra,8,0
Dfb,Stagnosols,temperate deciduous broadleaf forest,13,176.30769230769232
Csa,Planosols,tropical xerophytic shrubland,569,118.64674868189806
Csa,Vertisols,temperate deciduous broadleaf forest,226,86.88495575221239
Csb,Vertisols,warm-temperate evergreen broadleaf and mixed forest,835,104.74491017964071
Cfb,Kastanozems,low and high shrub tundra,3,0
Dsa,Nitisols,temperate deciduous broadleaf forest,380,10.107894736842105
BSk,Kastanozems,cold evergreen needleleaf forest,445,11.696629213483146
Dfb,Alisols,cold evergreen needleleaf forest,892,28.068385650224215
EF,Cryosols,tropical xerophytic shrubland,1,0
Csb,Leptosols,cool evergreen needleleaf forest,26,47.42307692307692
BWk,Lixisols,cold evergreen needleleaf forest,1,0
BSh,Histosols,tropical evergreen broadleaf forest,4,61
Am,Fluvisols,warm-temperate evergreen broadleaf and mixed forest,1125,141.42133333333334
Dwc,Plinthosols,cool mixed forest,23,0
Dfb,Calcisols,cool mixed forest,3110,82.23022508038585
Cfb,Alisols,tropical xerophytic shrubland,89,125.29213483146067
Dsb,Calcisols,temperate evergreen needleleaf open woodland,1350,5.010370370370371
Dfb,Gleysols,cold evergreen needleleaf forest,2650,35.90264150943396
Dfc,Kastanozems,temperate deciduous broadleaf forest,5,0
Csb,Luvisols,wet sclerophyll forest,100,0.22
Dsb,Nitisols,cool evergreen needleleaf forest,40,19.3
Aw,Durisols,tropical grassland,1654,48.87424425634825
Dwc,Lixisols,tropical grassland,458,2.4344978165938866
Csc,Calcisols,tropical grassland,8,3.125
Csb,Acrisols,warm-temperate evergreen broadleaf and mixed forest,394,311.48984771573606
Dsc,Fluvisols,cool mixed forest,25,0
Csa,Cryosols,desert,15,172.46666666666667
BWh,Planosols,desert,3179,6.89084617804341
Aw,Regosols,tropical deciduous broadleaf forest and woodland,2809,57.897116411534356
Aw,Nitisols,wet sclerophyll forest,16,73.6875
Csc,Histosols,erect dwarf-shrub tundra,1,0
Cwb,Andosols,wet sclerophyll forest,20,0
Dwc,Luvisols,warm-temperate evergreen broadleaf and mixed forest,133,0
Dsc,Histosols,cold evergreen needleleaf forest,840,0.6416666666666667
ET,Cryosols,cold evergreen needleleaf forest,13332,0.03232823282328233
BWk,Solonchaks,tropical xerophytic shrubland,255,0.047058823529411764
Cfa,Cryosols,tropical semi-evergreen broadleaf forest,8,17.25
BWh,Umbrisols,tropical grassland,1652,8.41404358353511
Dsb,Gypsisols,cool mixed forest,35,0.37142857142857144
BWk,Leptosols,cool mixed forest,57,1.631578947368421
Dfb,Cambisols,cold evergreen needleleaf forest,12821,13.628032134778879
Af,Histosols,tropical evergreen broadleaf forest,38233,22.322600894515208
Dwc,Chernozems,low and high shrub tundra,854,0
ET,Gleysols,temperate evergreen needleleaf open woodland,28,0
Af,Calcisols,tropical savanna,338,38.0207100591716
Cfc,Arenosols,wet sclerophyll forest,321,0.514018691588785
BSk,Planosols,desert,1230,11.710569105691057
Dfb,Luvisols,tropical grassland,1452,19.041322314049587
BSh,Solonchaks,tropical deciduous broadleaf forest and woodland,686,111.26967930029154
Csb,Chernozems,tropical xerophytic shrubland,91,173.8021978021978
Dfd,Cambisols,low and high shrub tundra,112,0
BWk,Andosols,tropical grassland,12,0
Csb,Leptosols,tropical xerophytic shrubland,2235,33.334228187919464
Csb,Kastanozems,tropical xerophytic shrubland,1874,66.965848452508
Dfa,Phaeozems,tropical grassland,12300,61.33113821138211
Af,Lixisols,warm-temperate evergreen broadleaf and mixed forest,353,27.679886685552407
BSh,Andosols,tropical grassland,500,56.854
Csa,Andosols,temperate sclerophyll woodland and shrubland,15,135.86666666666667
Dwb,Planosols,cool mixed forest,60,0.03333333333333333
Dwb,Cryosols,temperate evergreen needleleaf open woodland,5,117.8
Cfa,Cryosols,temperate evergreen needleleaf open woodland,9,85.11111111111111
Dsb,Gleysols,tropical xerophytic shrubland,15,3.1333333333333333
Dfc,Podzols,cold deciduous forest,2733,0.10867178924259056
Dsa,Planosols,temperate deciduous broadleaf forest,446,9.199551569506726
Csa,Gypsisols,temperate evergreen needleleaf open woodland,22,57.22727272727273
Cwa,Kastanozems,tropical semi-evergreen broadleaf forest,9,4.777777777777778
BSh,Regosols,tropical grassland,9014,20.731972487242068
Dwc,Gleysols,tropical grassland,1591,3.862350722815839
Dwc,Leptosols,cool mixed forest,685,0.8875912408759125
Dfc,Gypsisols,cold deciduous forest,6027,0.1446822631491621
Cwa,Leptosols,tropical semi-evergreen broadleaf forest,38,29.263157894736842
Cfa,Arenosols,tropical grassland,84,94.79761904761905
ET,Arenosols,warm-temperate evergreen broadleaf and mixed forest,149,1.6644295302013423
Aw,Alisols,warm-temperate evergreen broadleaf and mixed forest,452,73.03318584070796
Dsb,Podzols,cold evergreen needleleaf forest,65,0.4
Aw,Nitisols,tropical semi-evergreen broadleaf forest,577,32.60831889081456
Cwb,Cambisols,tropical evergreen broadleaf forest,1,0
Cfc,Gleysols,warm-temperate evergreen broadleaf and mixed forest,1,0
Cfb,Plinthosols,cold evergreen needleleaf forest,14,21.5
Csb,Leptosols,tropical savanna,5,7
Dfc,Nitisols,tropical grassland,8,0
Cwa,Leptosols,tropical grassland,429,45.76923076923077
Dfb,Fluvisols,temperate evergreen needleleaf open woodland,740,20.114864864864863
Dsa,Podzols,temperate evergreen needleleaf open woodland,18,0.8888888888888888
EF,Durisols,graminoid and forb tundra,10,0
Dfc,Gypsisols,cool evergreen needleleaf forest,50,3.1
Dsa,Durisols,tropical grassland,296,31.27027027027027
ET,Kastanozems,cool mixed forest,317,4.886435331230284
Dsc,Ferrasols,cool evergreen needleleaf forest,32,0
ET,Nitisols,desert,156,0
Dsc,Lixisols,low and high shrub tundra,98,0.3877551020408163
BSk,Gypsisols,temperate sclerophyll woodland and shrubland,297,6.875420875420875
Dfc,Luvisols,temperate evergreen needleleaf open woodland,788,4.064720812182741
BSk,Ferrasols,graminoid and forb tundra,5,2.6
Cwa,Ferrasols,tropical savanna,11661,21.160792384872654
Dfb,Planosols,cold evergreen needleleaf forest,690,17.8231884057971
Dwb,Vertisols,cold evergreen needleleaf forest,25,0
Cwb,Podzols,tropical xerophytic shrubland,388,27.030927835051546
ET,Gleysols,cool mixed forest,193,1.839378238341969
Dwb,Stagnosols,tropical grassland,12,20.916666666666668
Aw,Calcisols,warm-temperate evergreen broadleaf and mixed forest,738,69.31842818428184
Dfc,Calcisols,cool evergreen needleleaf forest,1,0
Dsb,Gleysols,cool evergreen needleleaf forest,73,2.0821917808219177
Dwb,Phaeozems,tropical grassland,1114,69.58078994614003
Csa,Plinthosols,tropical xerophytic shrubland,653,110.8208269525268
Aw,Regosols,wet sclerophyll forest,1,0
Dfb,Phaeozems,tropical grassland,3663,22.743379743379744
BSh,Histosols,temperate evergreen needleleaf open woodland,1,0
Dfc,Ferrasols,cool evergreen needleleaf forest,52,0.1346153846153846
BSk,Plinthosols,tropical grassland,3091,6.443222258168877
Cfa,Durisols,temperate sclerophyll woodland and shrubland,49,87.3061224489796
BWh,Leptosols,warm-temperate evergreen broadleaf and mixed forest,9,0
ET,Arenosols,cool mixed forest,7,0
Csb,Chernozems,tropical semi-evergreen broadleaf forest,22,226.22727272727272
EF,Gleysols,tropical grassland,11,0
Cfc,Durisols,temperate deciduous broadleaf forest,77,6.558441558441558
Dfa,Gypsisols,temperate deciduous broadleaf forest,594,180.013468013468
Am,Gleysols,temperate evergreen needleleaf open woodland,5,765
Am,Plinthosols,warm-temperate evergreen broadleaf and mixed forest,202,61.12871287128713
Cfb,Leptosols,tropical xerophytic shrubland,142,28.774647887323944
Dsc,Calcisols,wet sclerophyll forest,52,0.09615384615384616
Dwa,Gypsisols,cool mixed forest,97,75.80412371134021
Dfc,Calcisols,cold deciduous forest,116,0
Dwc,Calcisols,cold evergreen needleleaf forest,391,0.04092071611253197
Cfa,Alisols,temperate sclerophyll woodland and shrubland,54,124.42592592592592
Cfb,Lixisols,low and high shrub tundra,2,0
ET,Gypsisols,graminoid and forb tundra,2660,0.002255639097744361
Cfb,Ferrasols,warm-temperate evergreen broadleaf and mixed forest,5424,91.48598820058997
Cfb,Cryosols,tropical deciduous broadleaf forest and woodland,117,1.0341880341880343
Dwa,Chernozems,cool mixed forest,1,0
Cwa,Nitisols,tropical grassland,82,75.8780487804878
Cwa,Cambisols,tropical semi-evergreen broadleaf forest,60,1.85
Am,Kastanozems,tropical evergreen broadleaf forest,695,43.00143884892086
BWh,Chernozems,temperate sclerophyll woodland and shrubland,504,1.6765873015873016
Cfa,Arenosols,tropical semi-evergreen broadleaf forest,2,13
Dsc,Luvisols,cold deciduous forest,2,0
Aw,Phaeozems,wet sclerophyll forest,10,142.8
Dsb,Phaeozems,warm-temperate evergreen broadleaf and mixed forest,3,15.666666666666666
Cfc,Gypsisols,wet sclerophyll forest,85,0
Csb,Alisols,tropical deciduous broadleaf forest and woodland,1,489
Cfa,Nitisols,desert,1,0
Dsc,Ferrasols,erect dwarf-shrub tundra,28,0.6428571428571429
Dfc,Plinthosols,cold evergreen needleleaf forest,11332,4.1198376279562305
Dwa,Solonchaks,temperate deciduous broadleaf forest,202,187.40594059405942
ET,Histosols,warm-temperate evergreen broadleaf and mixed forest,6,0
Am,Phaeozems,tropical grassland,2,490
Cfa,Fluvisols,temperate sclerophyll woodland and shrubland,70,92.82857142857142
Cfb,Cryosols,warm-temperate evergreen broadleaf and mixed forest,1461,42.51266255989049
Am,Alisols,tropical grassland,52,70.38461538461539
Aw,Lixisols,tropical semi-evergreen broadleaf forest,1368,66.74122807017544
